Ticket,Fecha,Producto,Cantidad,Precio,Total_Ítem,Subtotal,Descuento,IVA,Total,Método_Pago
3XQHEF,2025-06-17,Audífonos,1,1570.19,1570.19,4808.09,0.0,769.29,5545.18,Transferencia
3XQHEF,2025-06-17,Leche 1L,1,25.81,25.81,4808.09,0.0,769.29,5545.18,Transferencia
3XQHEF,2025-06-17,Audífonos,1,1469.68,1469.68,4808.09,0.0,769.29,5545.18,Transferencia
3XQHEF,2025-06-17,Refresco 2L,3,34.62,103.85,4808.09,0.0,769.29,5545.18,Transferencia
3XQHEF,2025-06-17,Arroz 1kg,2,41.16,82.31,4808.09,0.0,769.29,5545.18,Transferencia
3XQHEF,2025-06-17,Huevos 12pz,1,82.19,82.19,4808.09,0.0,769.29,5545.18,Transferencia
3XQHEF,2025-06-17,Huevos 12pz,2,83.44,166.87,4808.09,0.0,769.29,5545.18,Transferencia
3XQHEF,2025-06-17,Refresco 2L,3,36.53,109.6,4808.09,0.0,769.29,5545.18,Transferencia
3XQHEF,2025-06-17,Licuadora,1,832.62,832.62,4808.09,0.0,769.29,5545.18,Transferencia
3Y0S8V,2025-06-01,Detergente 2kg,3,92.83,278.49,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Pan Baguette,1,30.91,30.91,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Sartén antiadherente,1,336.36,336.36,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Refresco 2L,2,34.67,69.34,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Microondas,1,2006.22,2006.22,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Audífonos,1,1553.68,1553.68,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Leche 1L,2,25.38,50.76,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Arroz 1kg,3,38.73,116.18,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Huevos 12pz,3,83.9,251.71,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Leche 1L,1,23.8,23.8,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Arroz 1kg,1,38.65,38.65,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Pan Baguette,3,29.63,88.9,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Pan Baguette,1,30.62,30.62,4948.16,0.0,791.71,5755.49,Tarjeta
3Y0S8V,2025-06-01,Leche 1L,3,24.18,72.54,4948.16,0.0,791.71,5755.49,Tarjeta
40EFFR,2025-06-06,Refresco 2L,2,36.07,72.13,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Pollo 1kg,1,114.89,114.89,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Pollo 1kg,1,115.4,115.4,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Sartén antiadherente,2,358.42,716.83,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Refresco 2L,2,34.52,69.04,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Pollo 1kg,1,119.54,119.54,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Refresco 2L,3,35.13,105.4,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Leche 1L,3,24.83,74.49,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Audífonos,3,1495.43,4486.3,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Arroz 1kg,1,39.9,39.9,6001.47,300.07,912.22,6633.41,Tarjeta
40EFFR,2025-06-06,Detergente 2kg,1,87.55,87.55,6001.47,300.07,912.22,6633.41,Tarjeta
41IWBE,2025-08-21,Leche 1L,2,23.87,47.74,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Detergente 2kg,1,87.67,87.67,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Detergente 2kg,2,92.3,184.6,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Refresco 2L,1,35.99,35.99,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Audífonos,1,1527.39,1527.39,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Pan Baguette,1,31.08,31.08,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Pollo 1kg,3,116.28,348.84,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Detergente 2kg,3,91.22,273.65,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Pollo 1kg,1,125.93,125.93,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Huevos 12pz,3,77.64,232.93,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Pollo 1kg,2,117.11,234.22,4724.38,0.0,755.9,5414.31,Efectivo
41IWBE,2025-08-21,Licuadora,2,797.17,1594.34,4724.38,0.0,755.9,5414.31,Efectivo
42CR7A,2025-08-17,Leche 1L,1,24.17,24.17,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Refresco 2L,3,34.52,103.57,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Licuadora,1,783.22,783.22,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Pollo 1kg,3,115.91,347.73,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Leche 1L,3,24.84,74.51,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Refresco 2L,3,34.19,102.56,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Pan Baguette,3,31.05,93.16,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Microondas,2,2061.68,4123.37,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Detergente 2kg,1,89.1,89.1,5799.71,0.0,927.95,6722.25,Tarjeta
42CR7A,2025-08-17,Pan Baguette,2,29.16,58.32,5799.71,0.0,927.95,6722.25,Tarjeta
42FP8O,2025-07-21,Licuadora,3,804.87,2414.6,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Arroz 1kg,3,39.35,118.05,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Leche 1L,3,25.23,75.7,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Huevos 12pz,3,81.64,244.92,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Sartén antiadherente,1,333.62,333.62,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Sartén antiadherente,1,351.84,351.84,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Huevos 12pz,2,79.64,159.27,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Refresco 2L,2,33.38,66.77,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Pollo 1kg,3,117.31,351.93,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Pollo 1kg,1,122.14,122.14,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Sartén antiadherente,1,360.3,360.3,4648.53,0.0,743.76,5419.43,Tarjeta
42FP8O,2025-07-21,Leche 1L,2,24.7,49.39,4648.53,0.0,743.76,5419.43,Tarjeta
46817T,2025-06-05,Refresco 2L,2,33.4,66.81,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Pollo 1kg,1,124.64,124.64,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Detergente 2kg,3,87.55,262.64,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Huevos 12pz,1,82.75,82.75,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Leche 1L,1,25.69,25.69,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Pan Baguette,1,29.73,29.73,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Huevos 12pz,3,78.33,234.98,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Refresco 2L,3,35.73,107.2,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Celular básico,1,4943.23,4943.23,5955.89,0.0,952.94,6915.05,Efectivo
46817T,2025-06-05,Leche 1L,3,26.07,78.22,5955.89,0.0,952.94,6915.05,Efectivo
469PY8,2025-07-06,Leche 1L,1,25.32,25.32,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Detergente 2kg,1,88.55,88.55,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Leche 1L,2,24.89,49.77,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Pollo 1kg,1,120.38,120.38,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Licuadora,3,770.56,2311.68,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Arroz 1kg,3,40.09,120.27,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Pan Baguette,2,31.34,62.69,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Refresco 2L,1,35.19,35.19,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Leche 1L,2,25.12,50.23,5825.35,0.0,932.06,6862.79,Tarjeta
469PY8,2025-07-06,Audífonos,2,1480.64,2961.27,5825.35,0.0,932.06,6862.79,Tarjeta
47BW1K,2025-06-06,Microondas,1,2096.21,2096.21,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Pan Baguette,1,28.55,28.55,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Pollo 1kg,2,117.81,235.63,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Pollo 1kg,2,115.25,230.5,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Huevos 12pz,1,79.62,79.62,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Sartén antiadherente,3,362.47,1087.4,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Sartén antiadherente,1,336.57,336.57,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Detergente 2kg,3,87.33,261.98,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Arroz 1kg,1,38.35,38.35,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Audífonos,1,1444.91,1444.91,5863.59,0.0,938.17,6788.49,Transferencia
47BW1K,2025-06-06,Leche 1L,1,23.87,23.87,5863.59,0.0,938.17,6788.49,Transferencia
48OILV,2025-06-02,Arroz 1kg,3,39.84,119.53,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Sartén antiadherente,2,353.36,706.71,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Pan Baguette,3,30.98,92.93,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Leche 1L,3,24.96,74.87,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Microondas,1,2035.53,2035.53,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Licuadora,2,829.68,1659.35,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Sartén antiadherente,1,336.53,336.53,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Leche 1L,2,24.51,49.02,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Licuadora,1,777.26,777.26,6013.7,300.69,914.08,6638.11,Efectivo
48OILV,2025-06-02,Huevos 12pz,2,80.99,161.97,6013.7,300.69,914.08,6638.11,Efectivo
4A0494,2025-08-18,Pollo 1kg,3,116.79,350.37,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Refresco 2L,2,35.76,71.51,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Licuadora,3,835.02,2505.07,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Leche 1L,2,26.24,52.48,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Licuadora,2,789.72,1579.45,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Arroz 1kg,2,39.23,78.46,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Detergente 2kg,1,91.51,91.51,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Pollo 1kg,3,124.59,373.76,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Huevos 12pz,3,78.6,235.8,5570.66,0.0,891.31,6448.73,Efectivo
4A0494,2025-08-18,Huevos 12pz,3,77.42,232.25,5570.66,0.0,891.31,6448.73,Efectivo
4AUR1T,2025-08-17,Refresco 2L,3,35.13,105.38,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Refresco 2L,1,36.18,36.18,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Pollo 1kg,2,114.97,229.93,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Pan Baguette,2,30.58,61.16,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Detergente 2kg,1,91.15,91.15,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Arroz 1kg,3,38.29,114.87,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Leche 1L,3,24.55,73.65,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Microondas,1,2032.59,2032.59,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Detergente 2kg,2,88.31,176.62,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Detergente 2kg,2,88.53,177.05,6050.29,302.51,919.64,6671.73,Tarjeta
4AUR1T,2025-08-17,Audífonos,2,1475.85,2951.71,6050.29,302.51,919.64,6671.73,Tarjeta
4BO048,2025-08-08,Sartén antiadherente,2,348.69,697.38,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Refresco 2L,3,36.32,108.95,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Arroz 1kg,3,38.27,114.8,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Leche 1L,3,24.28,72.84,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Huevos 12pz,3,79.01,237.03,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Refresco 2L,1,35.63,35.63,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Refresco 2L,2,36.21,72.42,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Detergente 2kg,3,87.83,263.49,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Licuadora,3,820.83,2462.5,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Pan Baguette,2,28.89,57.77,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Sartén antiadherente,1,340.15,340.15,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Pollo 1kg,3,116.02,348.07,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Detergente 2kg,3,89.37,268.1,5163.03,0.0,826.08,6008.23,Efectivo
4BO048,2025-08-08,Arroz 1kg,2,41.95,83.9,5163.03,0.0,826.08,6008.23,Efectivo
4BZNEX,2025-07-09,Refresco 2L,3,35.07,105.2,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Refresco 2L,1,35.49,35.49,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Refresco 2L,2,35.4,70.8,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Sartén antiadherente,2,335.06,670.12,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Audífonos,1,1559.79,1559.79,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Pollo 1kg,2,118.47,236.93,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Huevos 12pz,3,78.71,236.13,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Pan Baguette,3,29.18,87.54,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Huevos 12pz,1,77.36,77.36,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Detergente 2kg,2,90.4,180.8,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Leche 1L,1,25.51,25.51,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Refresco 2L,1,34.35,34.35,5623.56,0.0,899.77,6554.58,Efectivo
4BZNEX,2025-07-09,Licuadora,3,767.85,2303.54,5623.56,0.0,899.77,6554.58,Efectivo
4CLZZU,2025-08-09,Leche 1L,2,25.5,50.99,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Arroz 1kg,3,38.85,116.55,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Arroz 1kg,1,41.31,41.31,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Audífonos,2,1461.4,2922.8,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Sartén antiadherente,1,361.11,361.11,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Sartén antiadherente,3,363.2,1089.6,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Audífonos,1,1425.82,1425.82,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Pan Baguette,3,29.73,89.2,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Pan Baguette,1,29.59,29.59,6479.08,323.95,984.82,7117.37,Tarjeta
4CLZZU,2025-08-09,Sartén antiadherente,1,352.11,352.11,6479.08,323.95,984.82,7117.37,Tarjeta
4CVVFE,2025-08-03,Licuadora,3,830.38,2491.14,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Detergente 2kg,1,87.42,87.42,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Sartén antiadherente,1,350.57,350.57,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Arroz 1kg,2,41.77,83.55,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Pollo 1kg,3,119.59,358.76,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Leche 1L,3,25.26,75.78,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Refresco 2L,3,33.83,101.5,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Detergente 2kg,1,94.28,94.28,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Pollo 1kg,1,119.25,119.25,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Licuadora,1,781.93,781.93,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Huevos 12pz,1,79.29,79.29,4867.27,0.0,778.76,5714.97,Efectivo
4CVVFE,2025-08-03,Pollo 1kg,2,121.9,243.8,4867.27,0.0,778.76,5714.97,Efectivo
4F3NES,2025-07-01,Arroz 1kg,3,39.74,119.21,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Pan Baguette,5,28.74,143.72,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Arroz 1kg,2,40.52,81.03,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Refresco 2L,2,34.9,69.81,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Huevos 12pz,1,76.78,76.78,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Pollo 1kg,2,120.43,240.87,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Pan Baguette,3,29.38,88.13,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Licuadora,3,799.18,2397.53,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Sartén antiadherente,3,348.27,1044.81,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Leche 1L,2,25.68,51.35,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Pollo 1kg,1,115.98,115.98,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Sartén antiadherente,3,362.55,1087.64,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Huevos 12pz,1,82.9,82.9,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Refresco 2L,2,34.48,68.96,6032.41,301.62,916.93,6652.33,Tarjeta
4F3NES,2025-07-01,Pollo 1kg,3,121.23,363.69,6032.41,301.62,916.93,6652.33,Tarjeta
4H3EOB,2025-08-14,Leche 1L,1,26.14,26.14,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Refresco 2L,1,33.89,33.89,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Detergente 2kg,3,87.89,263.68,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Pan Baguette,1,29.22,29.22,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Refresco 2L,1,34.36,34.36,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Huevos 12pz,2,76.75,153.49,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Audífonos,1,1512.13,1512.13,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Arroz 1kg,3,39.46,118.37,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Licuadora,2,799.1,1598.19,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Refresco 2L,3,34.83,104.49,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Arroz 1kg,1,38.22,38.22,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Sartén antiadherente,2,354.42,708.85,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Detergente 2kg,2,87.73,175.47,4953.2,0.0,792.51,5703.85,Transferencia
4H3EOB,2025-08-14,Huevos 12pz,2,78.35,156.7,4953.2,0.0,792.51,5703.85,Transferencia
4HOD8K,2025-07-29,Leche 1L,2,24.87,49.75,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Licuadora,2,808.29,1616.59,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Detergente 2kg,2,87.54,175.08,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Pollo 1kg,3,120.43,361.29,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Sartén antiadherente,7,334.99,2344.94,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Leche 1L,3,24.36,73.09,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Pan Baguette,3,30.57,91.7,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Arroz 1kg,3,40.2,120.6,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Leche 1L,3,25.09,75.26,5073.1,0.0,811.7,5842.93,Transferencia
4HOD8K,2025-07-29,Huevos 12pz,2,82.4,164.8,5073.1,0.0,811.7,5842.93,Transferencia
4HZCJP,2025-07-20,Licuadora,23,813.76,18716.47,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Pan Baguette,15,17.77,266.54,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Detergente 2kg,29,85.58,2481.88,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Celular básico,1,18626.03,18626.03,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Huevos 12pz,2,76.95,153.9,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Pollo 1kg,5,117.25,586.24,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Sartén antiadherente,9,361.64,3254.74,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Audífonos,45,1442.13,64895.73,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Licuadora,4,784.78,3139.11,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Leche 1L,45,25.63,1153.36,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Huevos 12pz,30,76.9,2307.05,131023.42,6551.17,19915.56,144448.86,Transferencia
4HZCJP,2025-07-20,Audífonos,10,1566.17,15661.67,131023.42,6551.17,19915.56,144448.86,Transferencia
4I0CDX,2025-07-09,Leche 1L,1,24.91,24.91,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Pan Baguette,3,29.61,88.84,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Sartén antiadherente,1,338.88,338.88,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Microondas,2,1977.84,3955.68,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Pan Baguette,1,30.06,30.06,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Leche 1L,3,25.24,75.73,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Sartén antiadherente,2,364.06,728.12,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Huevos 12pz,2,82.41,164.82,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Pollo 1kg,2,123.38,246.76,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Detergente 2kg,3,90.91,272.73,6192.52,309.63,941.26,6815.43,Efectivo
4I0CDX,2025-07-09,Detergente 2kg,3,88.66,265.99,6192.52,309.63,941.26,6815.43,Efectivo
4KPE8Z,2025-06-06,Huevos 12pz,1,80.18,80.18,5663.29,0.0,906.13,6586.7,Tarjeta
4KPE8Z,2025-06-06,Sartén antiadherente,2,349.04,698.07,5663.29,0.0,906.13,6586.7,Tarjeta
4KPE8Z,2025-06-06,Leche 1L,6,25.67,154.03,5663.29,0.0,906.13,6586.7,Tarjeta
4KPE8Z,2025-06-06,Sartén antiadherente,2,348.56,697.12,5663.29,0.0,906.13,6586.7,Tarjeta
4KPE8Z,2025-06-06,Detergente 2kg,1,94.29,94.29,5663.29,0.0,906.13,6586.7,Tarjeta
4KPE8Z,2025-06-06,Detergente 2kg,1,86.41,86.41,5663.29,0.0,906.13,6586.7,Tarjeta
4KPE8Z,2025-06-06,Leche 1L,1,25.17,25.17,5663.29,0.0,906.13,6586.7,Tarjeta
